Random,title,text,subject,date
0.015633329,Wal-Mart reopens most Gulf region stores after Harvey,"(Reuters) - Wal-Mart Stores Inc said on Monday it has reopened most stores in the Gulf region that were shut due to Hurricane Harvey.  The company said five stores along the coast where the hurricane made landfall remain shut. Texas has been trying to recover from a storm that dumped some 50 inches (125 cm) of rain on the low-lying Gulf coastal region after coming ashore on Aug. 25, killing about 50 people.   ",politicsNews,4-Sep-17
0.01566923,Factbox - The four men charged in U.S. probe of Trump-Russia ties," (The Dec. 1 story was refiled to correct Gates’ first name to Richard in paragraph 3) (Reuters) - Michael Flynn’s plea of guilty on Friday to lying to the Federal Bureau of Investigation made him the fourth person known to be charged in a U.S. Justice Department investigation of ties between President Donald Trump’s 2016 election campaign and Russia. The other three known to be charged by Special Counsel Robert Mueller’s probe are: ** Former Trump Campaign Manager Paul Manafort and Richard Gates. A grand jury in October indicted Manafort, a longtime Republican political consultant, and Gates, a business associate.  The two men pleaded not guilty on Oct. 30 to the 12-count indictment, whose charges include conspiracy to launder money, conspiracy against the United States and failing to register as foreign agents of Ukraine’s former pro-Russian government.  Manafort has agreed to an $11.65 million bail deal that would result in his release from house arrest and electronic monitoring. ** Former Trump campaign adviser George Papadopoulos. Papadopoulos, a Chicago-based international energy lawyer, pleaded guilty on Oct. 30 to lying to FBI agents about contacts with people who claimed to have ties to top Russian officials. It was the first criminal charge alleging links between the Trump campaign and Russia. White House spokeswoman Sarah Sanders played down Papadopoulos’ campaign role, saying it was “extremely limited” and “any actions that he took would have been on his own.” ",politicsNews,1-Dec-17
0.0156887,Trump to fundraise for campaign if he wins Republican nomination: CNN,"WASHINGTON (Reuters) - Republican presidential front-runner Donald Trump, who has self-funded his primary campaign, would turn to donors in the general election if he wins the party’s nomination, CNN reported on Thursday. Citing a unnamed source familiar with the plan, CNN said Trump and his staff have told some individuals, including potential donors, that he would begin to raise funds as soon as he secures the nomination.  (Reporting by Timothy Ahmann) This article was funded in part by SAP. It was independently created by the Reuters editorial staff. SAP had no editorial involvement in its creation or production.",politicsNews,3-Mar-16
0.015717615,White House welcomes U.S. court ruling on carbon emissions plan,"WASHINGTON (Reuters) - The White House said on Thursday that it was pleased that a U.S. appellate court had denied a bid by 27 states to block the Obama administration’s Clean Power Plan while litigation challenging the regulation continues. “We are confident that the plan will reduce carbon pollution and deliver better air quality, improved public health, and jobs across the country,” White House spokesman Josh Earnest said in a statement.  The Clean Power Plan is the centerpiece of the Obama administration’s strategy to combat climate change. The rule aims to lower carbon emissions from the country’s power plants to 32 percent below 2005 levels by 2030.  ",politicsNews,21-Jan-16
0.015815502,Landslides kill 26 in storm-hit Philippine province: local officials,"MANILA (Reuters) - At least 26 people were killed while several residents were missing in an island province in central Philippines after tropical storm Kai-tak brought heavy rains that triggered landslides, local authorities and media said on Sunday. Kai-tak cut power supplies in many areas, forced the cancellation of several flights, stranded more than 15,000 people in various ports in the region and prompted nearly 88,000 people to seek shelter in evacuation centers. The Provincial Disaster Risk Reduction and Management Office of Biliran island said 26 residents had died, but the National Disaster Risk Reduction and Management Council (NDRRMC) has yet to make any official announcement about fatalities. Biliran Governor Gerardo Espina Jr confirmed the deaths in an interview with DZMM radio, with 23 people still missing, he said.  We received reports of three deaths coming from the DILG (Department of the Interior and Local Government) but these are for confirmation,  said NDRRMC spokeswoman Romina Marasigan.  We are still trying to check the others.  Many areas were flooded, damaging crops and infrastructure. Kai-tak has weakened to a tropical depression after  barrelling through the eastern region of Visayas on Saturday, hitting islands and coastal towns such as Tacloban City where supertyphoon Haiyan claimed 8,000 lives in 2013. Locally known as Urduja, Kai-tak was packing winds of 55  kilometers (31 miles) per hour with gusts of up to 80 km/h, according to a weather bureau bulletin issued at 2000 GMT. ",worldnews,17-Dec-17
0.015847845,No cuts to U.S. entitlement programs in Trump budget: Mnuchin,"WASHINGTON (Reuters) - U.S. President Donald Trump’s first budget proposal will spare big social welfare programs such as Social Security and Medicare from any cuts, Treasury Secretary Steven Mnuchin said in an interview broadcast on Sunday. Mnuchin said Trump would also use a major policy speech to a joint session of Congress on Tuesday night to preview some elements of his sweeping plans to cut taxes for the middle class, simplify the tax system and make American companies more globally competitive with lower rates and changes to encourage U.S. manufacturing. Speaking on Fox News Channel’s “Sunday Morning Futures” program, Mnuchin, who has acknowledged that tax reform is his top policy priority, said the budget plan would not seek cuts to federal benefits programs known as “entitlements.” “We are not touching those now. So don’t expect to see that as part of this budget, OK,” Mnuchin said of the programs, according to a transcript provided by Fox. “We are very focused on other aspects and that’s what’s very important to us. And that’s the president’s priority.” Trump during his election campaign promised not to cut Social Security, Medicare healthcare for seniors nor Medicaid healthcare for the poor. Preservation of these programs, coupled with a middle-class tax cut, would aid the retirees and working class Americans who make up a significant portion of Trump’s political base. In a transcript of the Fox News Channel interview, Mnuchin said Trump will be “touching on tax reform” in his speech. Mnuchin said the plan would cut the number of tax brackets and “create a level playing field for U.S. companies to be able to compete in the world.” But Wall Street, which has sent stocks to record highs on anticipation of Trump’s tax cut plans, has grown impatient and could react negatively to a lack of substantive details about the plan in Trump’s speech, financial analysts said.    With both chambers of the U.S. Congress in Republican hands, Trump has the potential to enact major elements of his legislative agenda.  But divisions with the Republican Party over the approach on Obamacare and taxes could prove to be an obstacle. Some Republican lawmakers have urged Trump to lay out more specifics on his policy plans, saying that more White House engagement is needed to build momentum in Congress for his agenda. Mnuchin offered little new information and said key tax plan  elements were not yet settled. He said Trump was looking at a “reciprocal tax” that would help create more trade parity with other countries. Trump administration officials have complained that many countries charge value-added taxes on imports while exempting exports from taxation. But Mnuchin again said he was still “studying very carefully” a House Republican border tax adjustment plan that would levy a 20 percent tax on imports to encourage more U.S.-based production and exports. That plan aims to raise more than $1 trillion in revenue over a decade to offset lower tax rates for businesses. “There are certain aspects that the president likes about the concept of a border-adjusted tax, there are certain aspects that he’s very concerned about,” Mnuchin said.  He added that the Trump administration would work with the House of Representatives and Senate to craft “a combined plan that takes the best of all of this when we bring it forward.” In a comment suggesting that Trump’s budget and tax plans may use aggressive revenue assumptions, Mnuchin said the administration “fundamentally believes in dynamic scoring,” a budget calculation method that assumes that a lower tax burden boosts revenues by encouraging economic activity. The Congressional Budget Office has previously used mainly “static” scoring methods that assume very conservative economic effects of tax and budget changes. ",politicsNews,26-Feb-17
0.015864554,Japan's Koike: a political paradox shakes things up ahead of poll,"TOKYO (Reuters) - Japan s Yuriko Koike says she went into politics to be a player, not a bystander. Now Tokyo s first female governor is shaking things up as her new  Party of Hope  challenges Prime Minister Shinzo Abe s ruling bloc in an Oct. 22 poll, called by the Japanese leader to seek a fresh mandate after nearly five years in office. When the Berlin Wall dividing East and West Germany was breached in 1989, Koike was a 37-year-old TV announcer. Three years later, she ran for parliament.  The world was changing immensely, so I went from news presenter to newsmaker. I decided Japanese politics was moving too slowly and rather than be an outside critic, I should become ... a player on the inside,  Koike told Reuters in an interview. Koike, who defied Abe s party last year to run for governor, isn t seeking a seat in parliament s lower house herself, but is the driving force   and public face   of her upstart party. In many ways, Koike is a paradox, interviews with people who know her and a review of her career show. She s a global thinker with a nationalist tinge; an entrepreneurial outsider who climbed the ladder with help from old-boy mentors, and a risk taker who has balked at perhaps her biggest gamble by declining to run in the national election now. Koike has made no secret of her ambition to be Japan s first woman  prime minister   her pet female terrier is nicknamed  So-chan    a diminutive for  sori  or  premier  in Japanese. She has already cracked a few glass ceilings. She became the country s first female defense minister in 2007, although stepped down after 55 days after a tussle with a top bureaucrat. She was also the first woman to run for the ruling Liberal Democratic Party s top leadership post in 2008, but came in a distant third. Koike comes from a business family in western Japan, a background that sets her apart from many Japanese politicians, including Abe, who are scions of blue-blood political dynasties.   Her origins may account for a style that admirers say has more in common with venture capitalists than staid lawmakers.   She s not afraid to take initiatives, which in most of Japan is deeply frowned upon,  said a person who has known her for 25 years and advises on financial reforms.  In Japan, it s subtlety within riddles, but she s blunt.  Koike has a talent for political marketing - critics call it populism - a skill she is using as she tries to differentiate her conservative party from Abe s equally conservative LDP with promises to  break the fetters  of vested interest politics. She calls her party s economic policies   Yurinomics  in contrast to Abe s  Abenomics, and its platform includes  12 Zeroes  it wants to achieve, including  zero hayfever , and  zero euthanasia of unwanted pets . A graduate of Cairo University in 1976 who speaks Arabic and English, Koike in some ways has a global perspective and often sings the praises of diversity.   Like Abe, she advocates opening Japan to more highly skilled foreign workers. Also like Abe, she has visited Yasukuni Shrine for war dead, seen in China and South Korea as a symbol of Japan s past militarism, but told Reuters she would not do so if she became  premier.   Koike also espouses some causes dear to Japan s rightwing, including revising the post-war, pacifist constitution. In the past, she has even suggested Japan should consider acquiring nuclear weapons, breaking a taboo in the only country to suffer a nuclear attack. She also opposes local voting rights for foreign residents, many of whom are of Korean descent.     There is a dark side that doesn t jibe with a more open-minded, dare we say, liberal view,  said her long-time acquaintance. Koike migrated through several parties before joining the LDP in 2002, only to abandon it after becoming governor. She counts among her mentors Ichiro Ozawa, a one-time LDP heavyweight who helped engineer the long-ruling party s ouster in 1993 and again in 2009, as well as popular ex-premier Junichiro Koizumi. Critics say her career reflects an opportunist streak, while allies call it practical.   She wants to make change, but she s also pragmatic   she can make a deal with anyone   Communists or Abe or traditional stakeholders,  said another adviser.  It s a kind of talent.  Despite speculation that she would abandon her job as governor to return to parliament, Koike stuck to her decision not to run. Analysts say that s likely because her party has little chance of defeating Abe s ruling bloc, but may do well enough for her to take the leap in the next poll. But those who know Koike say her desire for the nation s top post remains.  Is she Machiavellian and strategic? The answer is yes. Is she prepared to think for the long run? The answer is yes,  said her long-time acquaintance.  Is her over-riding ambition to be Japan s first female prime minister? That is definitely a goal.  ",worldnews,10-Oct-17
0.016079975,Australian minister says Trump phenomenon 'terrifying',"SYDNEY (Reuters) - A senior Australian government minister on Thursday called Donald Trump’s campaign for the U.S. presidency “terrifying” and warned it risked casting the Republican Party into the wilderness if he wins nomination. Australian government ministers rarely make critical comments about elections in other countries, especially stalwart allies like the United States, which Australia relies on heavily for military backing in the Asia-Pacific. Australian Industry Minister Christopher Pyne, a cabinet member of the ruling conservative Liberal-National coalition, criticized the violence at recent Trump rallies and said that his rise was casting a pall over American democracy.  “Now, democracy should be robust but it certainly shouldn’t be violent,” Pyne said in an interview on Australia’s Channel Seven television network. “And I think the Donald Trump phenomenon is a real problem for the United States, making their democracy look kind of weird,” he said. Republican front-runner Trump warned on Wednesday of riots if he is denied the party’s presidential nomination, only days after Trump supporters and protesters clashed at a rally for the Republican in Chicago that was later scrapped. Republican Party leaders are appalled at Trump’s incendiary rhetoric and reject policies such as his vow to deport 11 million illegal immigrants, temporarily ban Muslims from the United States and build a wall along the Mexican border. The party tried to play down Trump’s riot comments, which have raised the temperature even more in a heated White House race. ",politicsNews,17-Mar-16
0.016128738,Trump administration pursues sale of F-16's to Bahrain: source,"WASHINGTON (Reuters) - President Donald Trump’s administration has informed Congress of its plan to pursue the $5 billion sale to Bahrain of 19 Lockheed Martin F-16 aircraft and related equipment, which was held up last year by concerns about human rights, a congressional source said on Wednesday. The State Department originally notified Congress of the sale last September during President Barack Obama’s administration. It was pulled back because of concerns that Bahrain had not made promised improvements to its human rights record. The Trump administration has separated the human rights issues from the transfer, the source said. Members of Congress were not immediately available to comment on whether they would object to the sale over human rights concerns this time. The $4.867 billion sale includes the aircraft, 23 engines, radars and other avionics, air-to-air and air-to-ground ordnance and related equipment. The latest notice sent to Congress provides for 40 days of additional congressional review, then a formal notice to Congress as required by the Arms Export Control Act, after which the licenses for the sale would be approved. Lockheed Martin declined comment. ",politicsNews,29-Mar-17
0.016146187,Egyptian forces destroy arms smugglers' vehicles on Libya border,"CAIRO (Reuters) - Egyptian military jets destroyed 10 vehicles carrying weapons, ammunition and smuggled goods near the country s western desert border with Libya, the army said on Saturday. Egypt s porous border with Libya has long been a headache for security forces as weapons flow across the frontier, but an attack on police last month claimed by a new militant group has highlighted the security challenges in the western desert.  The air force dealt with them and destroyed them completely and killed all the elements inside,  the army statement said, without giving a date of the operation. Egypt s security forces are battling a stubborn Islamic State insurgency in the northern Sinai region, where militants have killed hundreds of police and troops since 2014 when attacks there started to increase.  ",worldnews,11-Nov-17
0.016223567,U.S. House clears way for vote to start Obamacare legislation,"WASHINGTON (Reuters) - A majority of the U.S. House of Representatives on Friday voted to advance legislation instructing committees to write legislation repealing President Barack Obama’s landmark healthcare law. The procedural vote of 235 to 188 clears the way for a vote later on Friday to pass the measure to begin work on repealing Obamacare that already has been approved by the Senate. It strictly followed party lines, indicating solidarity among House Republicans on the issue. ",politicsNews,13-Jan-17
0.016232153,U.S. Senate still on track to release tax bill Thursday: aide,"WASHINGTON (Reuters) - The U.S. Senate is still on track to release on Thursday its version of a bill to overhaul the nation’s tax code, a congressional source told Reuters. Senate Finance Committee Chairman Orrin Hatch has not announced a specific day for the bill’s release and said only that it would be toward the end of the week.   Axios reported on Wednesday that the bill would be delayed past Thursday, but the source told Reuters it was on track to be released that day. Friday is a U.S. holiday and the Senate will not be in session. The House of Representatives released its version of the tax  legislation backed by Republican President Donald Trump last week and is aiming to vote on its bill next week, a senior Republican said. Passing the tax overhaul has been a priority for Trump, who says it will stimulate economic growth and create jobs. But Republicans have yet to score a major legislative accomplishment since the president took office in January, even though the party controls also both chambers of Congress. ",politicsNews,8-Nov-17
0.016286714,"Trump says has been clear that U.S. open for trade, if fair, reciprocal","MANILA (Reuters) - U.S. President Donald Trump said on Tuesday he had made clear during his trip to Asia that the United States was open to trading with other countries, but only if conditions were fair for his country. Trade and concern about possible protectionism under Trump s  America First  agenda have come up during his regional visit, which has included stops in Japan, South Korea, China, Vietnam and the Philippines.  We ve explained that the United States is open for trade but we want reciprocal, we want fair trade for the United States,  he told reporters in Manila during a summit of Asian leaders, where integrating economies and curbing protectionism has been on the agenda. Trump also said his trip had resulted in at least $300 billion, possibly triple that figure, of deals being agreed. He did not elaborate. ",worldnews,14-Nov-17
0.016317047,Venezuela government and opposition to resume dialogue effort,"CARACAS (Reuters) - Venezuela s government and opposition will resume efforts to hold dialogue, the third attempt in a year by the administration of President Nicolas Maduro and his adversaries to break up a bitter political stalemate. Previous dialogue efforts have ended in recriminations  between the two sides and no concrete progress amid a dire economic crisis that has led to increased malnutrition and preventable diseases.  Opposition leaders said that even though Maduro has previously used the talks to stall for time instead of implementing serious reform, a new round would still be needed to help ensure free and fair presidential elections, which are currently scheduled for 2018.   We have developed relations in Latin America so that in the company of friendly countries and governments, we can facilitate the conditions for a presidential election,  Julio Borges, president of the opposition-led National Assembly, told a news conference.  The opposition in September walked away from dialogue with the ruling Socialist Party, insisting the government had not met demands including the release of imprisoned opposition activists and mechanisms to allow foreign humanitarian assistance. Legislator Luis Florido, spokesman for the opposition in the dialogue process, said the opposition would seek a new elections council and would push for presidential elections. He added that Paraguay, Mexico and Chile would accompany the process. Information Minister Jorge Rodriguez said via Twitter,  the dialogue continues on Nov 15 in the Dominican Republic.  The two sides in September held  exploratory meetings  with the backing of Dominican President Danilo Medina. ",worldnews,10-Nov-17
0.016363257,Tillerson says Russia must make first move in Ukraine peace process,"KIEV (Reuters) - U.S. Secretary of State Rex Tillerson said on Sunday that Russia must take the first steps to de-escalate violence in eastern Ukraine, adding that Washington’s primary goal is the restoration of Ukrainian territorial integrity. On a maiden official visit to Ukraine, Tillerson also said the United States would explore ways of changing the status quo in the Ukraine crisis, and said Russian interference in the 2016 U.S. election still impeded better relations with Moscow.    ",politicsNews,9-Jul-17
0.016387431,Timeline: FBI Director Comey's year of controversy ends in firing,"WASHINGTON (Reuters) - President Donald Trump’s firing of FBI Director James Comey followed a turbulent year for Comey in which he became embroiled in controversy over his handling of investigations involving both Trump and former Democratic presidential candidate Hillary Clinton. Here is a timeline of the events that preceded Comey’s firing and Trump’s reaction to them. Comey announced he had recommended no criminal charges filed against Democratic presidential candidate Hillary Clinton for her handling of classified information while she was secretary of state but called her “extremely careless” for using a private email server. Trump responded to the news by tweeting that Comey’s decision was an example of a “rigged system” in the United States. “Very very unfair! As usual, bad judgment,” he tweeted. Less than two weeks before the Nov. 8 presidential election, Comey announced in a letter to Congress that the FBI had learned of the existence of emails that appeared to pertain to the Clinton investigation and they would be reviewed whether they contained classified information.  The abrupt decision to renew the investigation upset Democrats who believed the announcement would have an impact on voting trends on Election Day and harm Clinton’s chances of victory. Campaigning in Michigan, Trump exulted at the news of a reopened probe into actions surrounding an opponent he had dubbed “Crooked Hillary.” “That was so bad what happened originally, and it took guts for Director Comey to make the move that he made in light of the kind of opposition he had where they’re trying to protect her from criminal prosecution,” Trump said. Two days after his inauguration, Trump was at an event in the White House and saw Comey in the audience. He called out to him and Comey strode up and they warmly shook hands and briefly embraced.   “He’s become more famous than me,” Trump said with a chuckle. Trump fired his national security adviser, Michael Flynn, after only 24 days in office after it was disclosed that Flynn had misled Vice President Mike Pence about the contacts he had with Russian ambassador to the United States Sergei Kislyak. Comey, in testimony before the House Intelligence Committee, said the FBI had been investigating possible coordination between the Trump presidential campaign and Russia. Clinton told a Women for Women event in New York that the Comey announcement threw the election for Trump. “If the election had been on Oct. 27, I would be your president,” she said. Trump responded with a late-night series of tweets. “FBI Director Comey was the best thing that ever happened to Hillary Clinton in that he gave her a free pass for many bad deeds!” Trump tweeted. White House spokesman Sean Spicer was asked about Trump’s tweet about Comey. “The president has confidence in the director,” Spicer told reporters. May 4, 2017 Comey, in testimony to the Senate Judiciary Committee, said it made him “mildly nauseous” to think his announcement of the reopening of an investigation into Clinton’s emails affected the 2016 presidential election, but he had no regrets and would make the same decision again.  In four hours of testimony Comey gave an impassioned defense of his decision to reopen the Clinton probe. May 8, 2017 ProPublica reported possible inaccuracies about Comey’s statements about Clinton aide Huma Abedin. It said the FBI was said to be preparing to correct the record but that the plan appeared to be on hold with the bureau undecided about what to do. MIDAFTERNOON, May 9, 2017 At his afternoon daily briefing White House spokesman Sean Spicer was asked whether Trump still had confidence in Comey. Unlike his statement from a week earlier when he said Trump had confidence in Comey, Spicer equivocated. “I don’t want to start speaking on behalf of the president without speaking to him first,” Spicer said. ABOUT 5:30 PM, May 9, 2017 In a brief appearance in the White House press room, Spicer announced Trump had accepted the recommendation of Attorney General Jeff Sessions and deputy Attorney General Rod Rosenstein to fire Comey. A letter provided to the news media from Rosenstein cited Comey’s handling of the Clinton probe. The New York Times reported Comey got the news while in Los Angeles where he had been addressing FBI employees there. When a TV in the background flashed the news, Comey at first thought it was a prank, but then got word he had been fired. At the FBI headquarters in Washington, Trump personal aide Keith Schiller was seen leaving the building. A White House official said he had delivered Trump’s letter announcing Comey’s dismissal. ",politicsNews,10-May-17
0.016471513,"Britain in 'front seat' for U.S. trade deal, top Republican says","LONDON (Reuters) - Britain will be in the “front seat” to negotiate a new trade deal with the incoming administration of Donald Trump, a top Republican in the United States Senate said, the BBC reported. Senate Foreign Relations Committee Chairman Bob Corker said after meeting British Foreign Secretary Boris Johnson that a trade deal between the two countries would be a priority as Britain prepares to leave the European Union. Last year, ahead of the Brexit vote, President Barack Obama exhorted Britons to stay in the EU and warned that if they left they would be at “the back of the queue” for a U.S. trade deal. Corker said Johnson knows full well that “there is no way the United Kingdom is going to take a back seat”. “They will take a front seat and I think it will be our priority to make sure that we deal with them on a trade agreement initially but in all respects in a way that demonstrates the long-term friendship that we’ve had for so long,” Corker was quoted as saying by the BBC. Trump, while a candidate for the U.S. presidency, hailed Brexit as a “great thing” when visiting Scotland the day after the vote, though Britain cannot sign a trade deal until it leaves the EU which under current plans will likely be in 2019.  After visits to see aides in Trump Tower in New York and meet members of Congress in Washington, Johnson said there had been a “huge fund of goodwill” towards Britain and a desire to move quickly on a trade deal. “They want to do it and they want to do it fast and that understanding was most vivid and most urgent on the part of the incoming administration,” he told parliament on Tuesday when asked about his trip. Speaking earlier, Johnson also described the incoming Trump administration as having a “very exciting agenda of change” and stressed that close relations between the two countries were not under threat. “We are America’s principal partner in working for global security and, of course, we are great campaigners for free trade,” Johnson was quoted as saying by the Guardian newspaper. “We hear that we are first in line to do a great free trade deal with the United States. So it’s going to be a very exciting year for both our countries.” ",politicsNews,10-Jan-17
0.016497987,U.S. senator introduces bill to speed electronic warfare weapons,"SAN DIEGO (Reuters) - U.S. Senator Mark Kirk on Wednesday introduced legislation that would give the Pentagon more flexibility in funding electronic warfare programs and speed often sluggish acquisition times. Current acquisition rules make it tough for the U.S. military to quickly procure and field electronic warfare weapons systems before they are overtaken by developments around the world. Kirk, an Illinois Republican and retired naval intelligence officer, said the bill would help the U.S. military accelerate work on electronic warfare weapons and stay ahead of other countries that are rapidly developing their own capabilities. “It is critical our military dominate the offensive and defensive ends of electronic warfare,” Kirk said in a statement. “The need for enhanced electronic capabilities is even more pronounced on today’s battlefield.” Senator Kristen Gillibrand, a New York Democrat, is co-sponsoring the bill. The bill would amend the fiscal 2016 defense policy bill to include electronic warfare, or EW, under the Pentagon’s Rapid Acquisition Authority (RAA) program. That program lets program managers waive some acquisition rules to more quickly field technology. It would also allow the department to use different contract types, including those used for commercial items, when it buys EW weapons. The bill also includes directives for the Pentagon’s new joint Electronic Warfare Executive Committee, which is headed by Air Force General Paul Selva, vice chairman of the Joint Chiefs of Staff, according to a Kirk aide. The bill directs the committee to provide a strategic plan for the services to work together on electronic warfare systems, and tackle acquisition and budget processes, bolster training, fill capability gaps and advance offensive capabilities. Kirk is expected to discuss the legislation during a visit to a Northrop Grumman Corp facility in Rolling Meadows, Il. on Friday, the aide said. ",politicsNews,4-Feb-16
0.016509278,California bill to fight fashion models' eating disorders advances,"SACRAMENTO, Calif. (Reuters) - A California bill aimed at reducing eating disorders among models cleared its first legislative hurdle on Wednesday, following efforts in several countries to fight extreme thinness  in an industry that pressures models to lose weight. The measure would require the state to develop health standards for models and regard them as employees of the brands they represent. “The goal of the bill is not only to protect the health of the workers themselves, but also to help young people who emulate models,” said the bill’s author, state Assemblyman Marc Levine, a Democrat who represents the Marin County suburbs of San Francisco. Last year, France banned excessive thinness in models, partly in response to the death in 2010 of Isabelle Caro, a 28-year-old former French fashion model. She died from anorexia after posing for a photographic campaign to raise awareness about the illness. Israel enacted a similar measure in 2013, while Italy and Spain rely on voluntary codes of conduct to protect models. The California bill passed the Assembly Labor and Employment Committee on Wednesday. It must be approved by additional committees and the full legislature before it can go to Democratic Governor Jerry Brown, who has not said if he would sign it. At Wednesday’s committee hearing activist Sara Ziff, a former fashion model, wept as she recounted abuses she endured as a teenage model, including pressure to strip for photographers. “I felt like I was being treated more like an escort than a model,” said Ziff, 32, who founded the group Model Alliance. By requiring that models be considered employees, she said, the state would protect them from sexual abuse and exploitation, and the risks of developing an eating disorder. The Association of Talent Agents has called the bill unworkable. A licensing requirement for modeling agencies is redundant because California talent agencies are already licensed, association President Karen Stuart said. “This does nothing to reduce the problems that you heard about today,” Stuart said. ",politicsNews,7-Apr-16
0.016536097,Puerto Rico governor authorizes suspension of public debt payments,SAN JUAN (Reuters) - Puerto Rican Governor Alejandro Garcia Padilla on Thursday issued an executive order authorizing the suspension of payment on approximately $800 million worth of constitutionally-guaranteed general obligation bonds due on July 1.     The suspension follows U.S. President Barack Obama’s signing into law earlier on Thursday of a plan that gives a federal oversight board authority for negotiating the restructuring of the island’s $70 billion debt and bringing the struggling U.S. territory’s finances under control. ,politicsNews,30-Jun-16
0.016586409,Russia says regrets over U.S. moves on consulate closure,"MOSCOW (Reuters) - Russian Foreign Minister Sergei Lavrov expressed regret during a phone call with his U.S. counterpart Rex Tillerson about Washington s move to close down Moscow s San Francisco consulate and two other annexes, his ministry said.   Moscow will closely study the new measures announced by the Americans, after which our reaction will be conveyed,  Russian foreign ministry said in a statement. ",worldnews,31-Aug-17
0.016668916,Heavy civilian casualties in Raqqa from air strikes: U.N.,"GENEVA (Reuters) - Civilians caught up in the battle for the Syrian city of Raqqa are paying an  unacceptable price  and attacking forces may be contravening international law with their intense air strikes, the top United Nations human rights official said on Thursday. A U.S.-led coalition is seeking to oust Islamic State from Raqqa, while Syrian government forces, backed by the Russian air force and Iran-backed militias are also advancing on the city. Some 20,000 civilians are trapped in Raqqa where the jihadist fighters are holding some of them as human shields, the world body says. U.N. High Commissioner for Human Rights Zeid Ra ad al-Hussein said that his office had documented 151 civilian deaths in six incidents alone in August, due to air strikes and ground-based attacks.  Given the extremely high number of reports of civilian casualties this month and the intensity of the air strikes on Raqqa, coupled with ISIL s use of civilians as human shields, I am deeply concerned that civilians   who should be protected at all times - are paying an unacceptable price and that forces involved in battling ISIL are losing sight of the ultimate goal of this battle,  Zeid said in a statement.   ...the attacking forces may be failing to abide by the international humanitarian law principles of precautions, distinction, and proportionality,  he said.  The U.S.-led coalition has said it conducted nearly 1,100 air strikes on and near Raqqa this month, up from 645 in July, the U.N. statement said. Russia s air force has reported carrying out 2,518 air strikes across Syria in the first three weeks of August, it added.  Meanwhile ISIL fighters continue to prevent civilians from fleeing the area, although some manage to leave after paying large amounts of money to smugglers,  Zeid said. We have reports of smugglers also being publicly executed by ISIL.  U.S.-led warplanes on Wednesday blocked a convoy of Islamic State fighters and their families from reaching territory the group holds in eastern Syria and struck some of their comrades traveling to meet them, a coalition spokesman said. ",worldnews,31-Aug-17
0.016704477,"In hats and t-shirts, Trump fans rally in Jerusalem's Old City","JERUSALEM (Reuters) - On a rooftop overlooking the walls of Jerusalem’s Old City, around 200 American-Israeli fans of Donald Trump gathered to proclaim their support for the Republican candidate, convinced he will be Israel’s best friend if elected. Wearing “Make America Great Again” baseball caps, the small crowd, ranging from Holocaust survivors in their 80s to grinning teenagers in Trump t-shirts, said they didn’t care about the sexual assault allegations against the candidate or the online anti-Semitism of some of his supporters. “Trump will let Israel be itself and make its own decisions, that’s what I like,” David Weissman, a 35-year-old from Queens, New York, who moved to Israel three years ago, said at the event late on Wednesday. “He’s not a saint, but look at his achievements. He’s not afraid to identify the enemy as radical Islam, and he’s not going to support the two-state solution,” he said, referring to long-standing efforts to forge peace with the Palestinians. Trump has said that the women who have accused him of sexual misconduct fabricated their stories to damage his campaign. Others at the rally said they liked the fact that Trump was promising to move the U.S. embassy from Tel Aviv to Jerusalem, officially recognizing Jerusalem as Israel’s capital, and would not berate Israel for building Jewish settlements in occupied territory. “It’s very important that he becomes president,” said Connie Gordner, 82, who moved to Israel from Jacksonville, Florida, 21 years ago. “If Hillary Clinton becomes president, we’re dead.” The rally was organized by Republicans Overseas Israel, which estimates that there are 300,000 U.S. citizens living in Israel or in Jewish settlements in the West Bank and East Jerusalem, which the Palestinians seek for their own state. Even if only a third of those cast absentee ballots, organizers believe it could have an impact in some swing states, come Nov. 8. Marc Zell, co-chairman of the non-profit group, believes around three-quarters of American-Israelis support the Republican party and its candidate. In an impassioned speech to the small crowd, David Friedman, Trump’s adviser on Israel, heaped criticism on Democratic candidate Hillary Clinton for her decisions as secretary of state and said Trump was Israel’s greatest hope. “Under Trump, the United States will never pressure Israel into accepting a two-state solution or any other solution that is against the wishes of the Israeli people,” he said, to whoops, cheers and a few shouts of “Crooked Hillary”. While the motley crowd was unabashed in its Trumpian fervor, polls indicate that most Jewish Israelis favor Clinton over Trump, by 40 percent to 31 percent. The critical element is American-Israelis who retain the right to vote in U.S. elections. Some estimates suggest more than a quarter of them live in settlements, which tend to have a more conservative, national-religious outlook. Trump’s messages have been designed to appeal to their sentiments. On Wednesday, he delivered a minute-long video to the rally, playing up his connections to Judaism through his daughter’s marriage, saying it enhanced his respect for the faith. “My administration will stand side-by-side with the Jewish people and Israel’s leaders to continue strengthening the bridges that connect not only Jewish Americans and Israelis but also all Americans and Israelis,” he said. “Together we will make America and Israel safe again.” ",politicsNews,27-Oct-16
